Text|Date|URL
Questo messaggio verrà visualizzato su un altro dispositivo/accesso e tu potrai continuare a leggere le notizie da qui. L'altro dispositivo/accesso rimarrà collegato a questo account. Puoi accedere con il tuo account su tutti i dispositivi che desideri, ma utilizzandoli in momenti diversi secondo il tuo piano di abbonamento.Perchè visualizzo questo messaggio? Perché tu o qualcun altro sta leggendo Corriere.it con questo account su più di due dispositivi/accessi. Il tuo attuale abbonamento permette di leggere Corriere.it solo su due dispositivi in contemporanea (computer, telefono o tablet).Come posso smettere di vedere questo messaggio? Se sei abbonato con un altro account accedi con le tue credenziali. Se siete in 2 o più che utilizzano lo stesso abbonamento, passa all'offerta Family e condividi l'abbonamento con altre due persone. Altrimenti, fai clic su Continua a leggere qui e assicurati di essere l'unica persona che visualizza Corriere.it con questo account.Non sai chi altro sta utilizzando questo account? Ti consigliamo di cambiare la tua password cliccando qui|2025-11-25|https://brescia.corriere.it/notizie/cronaca/25_novembre_25/violento-e-mise-incinta-una-bimba-di-10-anni-nel-centro-migranti-a-collio-la-pm-chiede-6-anni-e-8-mesi-di-carcere-5b789897-354c-40c2-859f-534ddec20xlk.shtml
Questo messaggio verrà visualizzato su un altro dispositivo/accesso e tu potrai continuare a leggere le notizie da qui. L'altro dispositivo/accesso rimarrà collegato a questo account. Puoi accedere con il tuo account su tutti i dispositivi che desideri, ma utilizzandoli in momenti diversi secondo il tuo piano di abbonamento.Perchè visualizzo questo messaggio? Perché tu o qualcun altro sta leggendo Corriere.it con questo account su più di due dispositivi/accessi. Il tuo attuale abbonamento permette di leggere Corriere.it solo su due dispositivi in contemporanea (computer, telefono o tablet).Come posso smettere di vedere questo messaggio? Se sei abbonato con un altro account accedi con le tue credenziali. Se siete in 2 o più che utilizzano lo stesso abbonamento, passa all'offerta Family e condividi l'abbonamento con altre due persone. Altrimenti, fai clic su Continua a leggere qui e assicurati di essere l'unica persona che visualizza Corriere.it con questo account.Non sai chi altro sta utilizzando questo account? Ti consigliamo di cambiare la tua password cliccando qui|2025-11-25|https://brescia.corriere.it/notizie/cronaca/25_novembre_21/maltrattamenti-alle-figlie-ex-consigliere-di-minoranza-in-loggia-verso-il-processo-7472c494-a65c-4425-a407-5d8047507xlk.shtml
Questo messaggio verrà visualizzato su un altro dispositivo/accesso e tu potrai continuare a leggere le notizie da qui. L'altro dispositivo/accesso rimarrà collegato a questo account. Puoi accedere con il tuo account su tutti i dispositivi che desideri, ma utilizzandoli in momenti diversi secondo il tuo piano di abbonamento.Perchè visualizzo questo messaggio? Perché tu o qualcun altro sta leggendo Corriere.it con questo account su più di due dispositivi/accessi. Il tuo attuale abbonamento permette di leggere Corriere.it solo su due dispositivi in contemporanea (computer, telefono o tablet).Come posso smettere di vedere questo messaggio? Se sei abbonato con un altro account accedi con le tue credenziali. Se siete in 2 o più che utilizzano lo stesso abbonamento, passa all'offerta Family e condividi l'abbonamento con altre due persone. Altrimenti, fai clic su Continua a leggere qui e assicurati di essere l'unica persona che visualizza Corriere.it con questo account.Non sai chi altro sta utilizzando questo account? Ti consigliamo di cambiare la tua password cliccando qui|2025-11-25|https://brescia.corriere.it/notizie/cronaca/25_novembre_20/muore-a-36-anni-durante-una-discussionein-casa-la-procura-dispone-l-autopsia-2c8e5881-5de1-4e1c-8012-7d4249dd0xlk.shtml
di Redazione Brescia Il pestaggio il 9 novembre in via Sostegno. Dall'auto di uno del gruppo rubato un fucile con le cartucce. L'arrestato individuato dalla Polizia grazie alle immagini del sistema di videosorveglianza: in casa aveva l'arma, oltre a una roncola usata durante l'aggressione. Continuano le indagini per individuare anche le altre persone coinvolte polizia questura / Indagine della Polizia di Stato Un 21enne residente in città, di origini pakistane, è stato arrestato dalla Polizia di Stato per detenzione illegale di armi, munizioni ed esplosivi e denunciato per furto aggravato. Al 21enne gli investigatori sono arrivati indagando su una rissa violenta scoppiata il 9 novembre in via Sostegno tra due gruppi di giovani. I contendenti si sono affrontati con mazze e bastoni, un gruppo ha avuto la meglio mettendo in fuga l'altro. Dall'automobile di uno dei fuggitivi è stato rubato un fucile contenuto in una custodia nera. Le immagini riprese dal sistema di videosorveglianza hanno consentito agli investigatori di rintracciare il 21enne. Durante la perquisizione in casa del giovane sono stati ritrovati la custodia, il fucile Franchi e due cartucce calibro 12, oltre a una roncola usata durante la rissa e gli abiti indossati nell'occasione. Per il 21enne sono scattate le manette. Denunciato anche il proprietario del fucile per omessa custodia dell'arma. Per il 21enne è stato revocato il permesso di soggiorno, dopo il processo e l'eventuale detenzione sarà espulso. «Questo episodio violento conferma ancora una volta - afferma il questore Paolo Sartori - quanto sia fondamentale l'azione costante e tempestiva della Polizia di Stato nel monitorare i contesti giovanili e contrastare sul nascere ogni forma di aggregazione criminale».|2025-11-25|https://brescia.corriere.it/notizie/cronaca/25_novembre_20/rissa-violenta-tra-due-bande-di-giovani-in-manette-un-21enne-sara-espulso-fab29f96-8ebb-4cc6-9e95-eaeb31ad5xlk.shtml
di Mara Rodella Inchiesta chiusa per Singh e la moglie, il figlio accusato di violenza sessuale Dei presunti abusi, delle botte e delle umiliazioni costanti, a stretto giro, dovranno rispondere davanti al giudice. La Procura — titolare del fascicolo la pm Marica Brucci — ha chiuso l'inchiesta a carico di Baldwinder Singh, 50enne di origine indiana, ex consigliere comunale in Loggia eletto nella lista di centro destra Brescia Civica, e della moglie 48enne. Oltre che del figlio. I genitori rispondono di maltrattamenti ai danni delle due figlie: la più piccola a giorni compirà 18 anni e si trova in una struttura protetta (fu lei a chiedere aiuto a un'insegnante, con un biglietto, nella Giornata contro la violenza sulle donne), la maggiore ne ha 24 e vive con il compagno. Come loro stesse hanno ribadito agli inquirenti, che in giugno le sentirono per dieci ore in incidente probatorio, dal 2005 al marzo 2025 madre e padre le avrebbero sottoposte a uno «stato di vessazione e umiliazione incompatibile con le normali condizioni dell'esistenza». Non avrebbero concesso loro di vivere secondo la cultura occidentale, tantomeno di avere una relazione con un ragazzo italiano, le avrebbero picchiate, offese, controllate in maniera ossessiva. Guai a non obbedire. La più piccola ha confermato le botte prese — sin da quando ancora non andava all'asilo — una volta tornata a casa: «Avevo una maglietta attillata. Ero fuori. Papà mi ha vista». Ma bastava una chat su Facebook, per le percosse, date anche con il bastone. O, per la più grande, il fatto di non aver vinto un concorso religioso o di «non riuscire a pronunciare bene in italiano le parole ventilatore e tapparella : mi costrinsero a stare sul balcone al freddo, al buio e in mutande». La madre, invece, l'avrebbe chiusa nello sgabuzzino e presa per i capelli sbattendole la testa più volte contro il muro: aveva saltato scuola. Papà, ancora, «mi puntò anche un coltello alla gola»: era scappata di casa dopo aver rotto con il giovane indiano a cui l'avevano promessa in sposa. Per «vendetta» i genitori, oltre a minacciare la figlia e il compagno scelto, avrebbero architettato di sequestrarli, farli picchiare da altri, prenderle il passaporto per impedirle di allontanarsi: agli atti sono finite le registrazioni dei loro dialoghi. Anche la piccola è stata minacciata di morte: quando fu notificato l'avviso di fissazione dell'udienza davanti al Tribunale dei minori. «Tu e tua sorella siete vittime del demonio, dovete ritrattare le accuse» intimarono. E invece no. Con grande fatica, la grande ha ripercorso un altro orrore in interrogatorio. Il fratello oggi 26enne (ai domiciliari in una comunità), risponde di violenza sessuale aggravata nei suoi confronti: sin da quando lei aveva 10 anni, fino ai 19. Anche per lui le indagini sono chiuse. Davanti alle figlie, Balwinder Singh, disse di condividere l'omicidio di Saman (uccisa a 19 anni dalla famiglia, a Reggio Emilia, nel 2021, per aver rifiutato le nozze combinate): «Un'azione doverosa — la definì — per preservare la reputazione sociale». L'omicidio di Giulia Tramontano? «Colpa sua, si è fatta mettere incinta». Sia lui che la moglie hanno il braccialetto elettronico da marzo: non possono avvicinarsi alle figlie.|2025-11-25|https://brescia.corriere.it/notizie/cronaca/25_novembre_21/maltrattamenti-sulle-figlie-ex-consigliere-verso-il-processo-69924f13-00f0-4f96-b006-60f039d68xlk.shtml
di Luca Goffi Da dieci giorni, i dirigenti bresciani del partito di Calenda cercano una nuova casa perché quello spazio sarà usato per svolgere attività di ristorazione TITOLO / L'iniziativa davanti alla sede di piazza Bruno Boni durante la campagna elettorale delle Politiche 2022. Azione era alleata di Italia Viva Una pizza difficile da digerire per i militanti di Azione. La casa politica in piazza Bruno Boni non è più a disposizione dei progressisti a causa di una nuova iniziativa imprenditoriale in centro storico. Il proprietario che da anni ha affittato il locale ai gruppi politici - Brescia per Passione prima e Azione poi - ha accettato l'offerta economica di una catena di pizzerie venete che ha individuato quel luogo per avviare la propria attività. Pertanto, darà una nuova vita a due spazi: all'ex sede di Azione e al locale sfitto confinante. L'immobile libero di un migliaio di metri quadrati aveva la necessità di uno spazio da destinare per il «deposito», e soprattutto di una ulteriore area per fare la richiesta dei plateatici nel periodo primaverile ed estivo. E la scelta è ricaduta sull'ex sede di Azione. «Facevo spesso la battuta al proprietario: Tanto a chi lo affittate se non a noi , invece è andata diversamente» rivela il deputato di Azione Fabrizio Benzoni. Alla luce della situazione precaria, i rappresentanti del partito di Carlo Calenda sono alla ricerca di un locale dove svolgere le proprie iniziative politiche. Tuttavia, prendere al volo le occasioni dal mercato immobiliare non è affatto semplice. «Stiamo cercando un luogo per ospitare le nostre attività. A fronte di chi accusa la città di essere poco attrattiva per gli imprenditori, replicano i fatti — dichiara Francesco Tomasini capogruppo di Azione in Loggia —. Noi stiamo registrando molte difficoltà a reperire un luogo in affitto. In centro storico gli affitti sono alti se paragonati alle disponibilità di una formazione politica che si sostiene con le donazioni volontarie dei propri iscritti». Infatti nonostante la crisi economica italiana, il sistema-Brescia starebbe reggendo. «Nella nostra città ci sono delle difficoltà ma il quadro è assai meno preoccupante di altre realtà del Centro-nord. Da noi la ristorazione sta dando segnali positivi» conclude Benzoni. Nel frattempo, la sede vacante non ferma le attività di Brescia in Azione. In questo fine settimana, i militati - orfani della propria casa - vagheranno per il centro storico dove svolgeranno le proprie iniziative: oggi alle ore 18.30 saranno all'Hotel Vittoria per affrontare il tema dei Data Center e dell'innovazione, all'evento interverranno i deputati Giulia Pastorella e Fabrizio Benzoni, Daniele Peli (AD di Intred), Luca Rigoni (AD di A2A Calore e Servizi) e Andrea Poli (Assessore alla transizione digitale del Comune di Brescia). Domani alle ore 11 i consiglieri comunali Francesco Tomasini, Fabrizio Benzoni e Luca Pomarici faranno il bilancio di metà mandato dell'attività in Loggia con le gambe sotto il tavolo del ristorante La Torre di via San Faustino. Tenendosi a debita distanza dalle pizzerie, almeno fino a quando non troveranno un nuovo locale in città dove svolgere le proprie attività politiche.|2025-11-25|https://brescia.corriere.it/notizie/cronaca/25_novembre_21/la-pizzeria-sfratta-azione-dalla-propria-sede-storica-in-piazza-bruno-boni-3a8da2a5-c9e3-43e3-a661-6c6fd5347xlk.shtml
di Giuseppe Arrighetti Doveva essere pronto per le Olimpiadi Prima 3, poi 5, oggi 12 milioni di euro. I costi per il nuovo palaghiaccio di Temù continuano ad aumentare e di quest'opera ad oggi non si vede ancora nulla, benché inizialmente si prevedeva che sarebbe stata pronta per le prossime Olimpiadi invernali del 2026. A marzo del 2022 la giunta di Regione Lombardia assegnava all'Unione dei comuni dell'alta valle Camonica 3 milioni di euro, sufficienti a coprire tutti i costi per la realizzazione di quest'opera. A giugno dello stesso anno l'unione sovracomunale affidava ad uno studio di Roma l'incarico per la stesura del primo progetto di fattibilità tecnico ed economica; a gennaio del 2023, nel corso di un evento voluto dall'ex sindaco Giuseppe Pasina, vennero svelati i render di quella proposta, una proposta che però è rimasta solo sulla carta. Il commissariamento del comune, l'esplosione dei costi delle materie prime e il rincaro di tutti gli importi negli appalti pubblici, il nuovo codice degli appalti e la valenza comprensoriale dell'intervento, avevano convinto l'unione dei comuni, a luglio del 2024, a chiedere che fosse la comunità montana a occuparsi della progettazione e che fosse l'ente comprensoriale a compensare l'aumento del costo totale del palazzetto, nel frattempo arrivato, ipoteticamente, a 5 milioni di euro. Per disegnare l'opera e valutarne i costi, la comunità montana si era affidata allo studio Gap Progetti di Brescia, protagonista in passato della realizzazione dell'Albero della Vita a Expo Milano. A settembre del 2024, lo studio bresciano iniziava la stesura del progetto preliminare consegnato a febbraio del 2025: commentando la prima versione di quel lavoro, il nuovo sindaco Corrado Tomasi si sbilanciò dicendo che i costi iniziali erano almeno raddoppiati, perché le previsioni elaborate dallo studio di Roma non avevano neppure il supporto dei preventivi. Una versione aggiornata del progetto di fattibilità tecnico ed economica viene depositata a Breno ad agosto di quest'anno e approvata con una conferenza dei servizi a fine settembre: il costo indicato da questo preliminare non è stato resa pubblica, ma secondo Francesco Bosco, consigliere comunale di minoranza a Temù, si aggirerebbe sui 16 milioni di euro. Tale importo ha fatto tremare i polsi all'Unione dei comuni dell'alta valle che ha chiesto una ulteriore revisione del progetto preliminare chiedendo espressamente che il costo complessivo non superi i 12 milioni di euro in quanto «l'importo complessivo dell'intervento (indicato nella versione approvata a settembre, ndr) risulta sensibilmente superiore rispetto alle previsioni iniziali e alle risorse realisticamente sostenibili dagli enti coinvolti». Pochi giorni fa la giunta della comunità montana ha quindi dato il via libera ad una nuova revisione del progetto di fattibilità tecnico ed economica. Quando sarà pronto sarà a questo punto la quarta versione di un'opera che doveva essere pronta per le Olimpiadi, alle quali mancano oggi meno di 90 giorni.|2025-11-25|https://brescia.corriere.it/notizie/cronaca/25_novembre_21/palaghiaccio-a-temu-da-3-a-15-milioni-ora-si-chiede-un-nuovo-progetto-f2432dda-db75-4a56-adfc-f5663f6c8xlk.shtml
di Luca Goffi Massoletti (Ascom): «I canoni non dovrebbero mai incidere oltre il 10% del fatturato di un'attività» Zona di pregio, affitti di lusso. Le logiche del mercato immobiliare non prendono in considerazione le esigenze di chi avvia iniziative imprenditoriali. Una ricerca sul portale Immobiliare.it mostra le difficoltà che incontrano quotidianamente i negozianti del centro storico. Tra i fattori che causano l'abbandono del commercio da Brescia non vi è soltanto la concorrenza degli e-commerce, il cambiamento culturale dei consumatori, il mancato turnover della classe imprenditoriale e tutte le problematiche strutturali legate alla tassazione e all'alto costo dell'energia. A fare selezione delle attività è l'elevato canone degli affitti dei negozi. Le risorse che un imprenditore deve appostare mensilmente per fronteggiare le spese per l'affitto di un locale nel nucleo storico della città non sono affatto incoraggianti. Immobiliare.it mostra come offerta più vantaggiosa i 450 euro mensili per un negozio da 30 metri quadrati in via Dante, 500 euro per 55mq in via delle Battaglie e con la stessa somma 50mq in via Gabriele Rosa. I prezzi lievitano in via Trieste con 650 euro per 15mq, in via X Giornate con 4mila euro per 90mq e 6700 euro al mese per 115 mq in piazza Vittoria. Alla luce di ciò, pare quasi un'occasione il canone di 600 euro per i 70 mq in Contrada del Cavalletto. Il mercato immobiliare è esploso e costi fissi così elevati scoraggiano l'iniziativa imprenditoriale nel nucleo storico della città. «Negli anni Settanta e Ottanta una delle regole fondamentali riguardava il costo dell'affitto e di come questo non dovesse superare il 3% del fatturato — dichiara Carlo Massoletti presidente di Ascom —. Dagli anni Novanta questa regola è venuta meno, oggi diventa molto complicato avere un'attività se l'affitto incide più del 10% del fatturato». Con tali parametri, si comprende quanto la platea di imprenditori interessati allo spazio in corso Palestro di 150 mq sia ristretta. Il canone mensile di affitto di 6.000 euro al mese (ossia 72 mila euro all'anno) circoscrive l'appetibilità ad attività economiche che abbiano un fatturato non inferiore ai 720 mila euro all'anno. Per un negozio aperto sette giorni su sette si tratterebbe di un fatturato giornaliero di 1972 euro. «A queste condizioni servirebbero dei fatturati giganteschi. Vi è un disallineamento tra le esigenze del mercato e le aspettative dei proprietari» dice Massoletti. Neppure le grandi catene del food o del fashion riescono a inserirsi in questi vuoti e non solo a causa delle ridotte metrature dei locali. «Se non si vuole avere la desertificazione di intere città, servono sussidi del governo centrale e regionale per riattivare la voglia di fare impresa e persuadere i proprietari a ridurre i canoni, cambiando le leggi e individuando formule diverse per i contratti» conclude il presidente di Ascom.|2025-11-25|https://brescia.corriere.it/notizie/politica/25_novembre_21/negozi-in-centro-storico-e-sos-affitti-in-piazza-vittoria-6-700-euro-per-115-mq-883b00a7-d835-443b-a211-b48365011xlk.shtml
di Pietro Gorlani L'azienda di Provaglio d'Iseo, leader nel recupero di PolyAi ha recentemente brevettato un nuovo utilizzo del polimero Ecorevive recupera plastica e alluminio dai cartoni di latte e li trasforma in asfalto sostenibile / I polimeri recuperati dai cartoni per bevande e alimenti Brescia si conferma sempre più provincia leader nell'economia circolare, mostrando un'attitudine green che va a compensare il numero record di discariche aperte sul territorio nei decenni. Tra le diverse aziende specializzate nel recupero di materia ce n'è una leader nel recupero della plastica e dell'alluminio contenuti nei cartoni per bevande (latte, succhi di frutta) e alimenti. È la Ecorevive di Provaglio d'Iseo, che ha brevettato un altro campo applicativo per il materiale granuato (PolyAl), già oggi utilizzato per l'arredo da giardino e pallet per logistica. «Abbiamo recentemente ottenuto un brevetto per l'impiego del nostro granulo densificato nei conglomerati bituminosi con l'obiettivo di realizzare strade più sostenibili e resistenti» spiega Mauro Imberti, amministratore delegato di Ecorevive, ricordando il finanziamento di un dottorato di ricerca all'Università di Parma per dimostrare l'efficacia tecnica del materiale e la sua riciclabilità anche a fine vita dell'asfalto. La tecnologia adottata da Ecorevive e supportata dalla Food & Beverage Carton Alliance (FBCA), organizzazione per una packaging sempre più sostenibile, è in grado di separare le fibre di cellulosa contenute nella carta (che formano il 75% di questi imballaggi) dalla componente plastica (21%) e di alluminio (4%). La cellulosa viene trasformata in tovaglioli, carta igienica, fazzoletti, sacchetti mentre il PolyAl è trasformato in granuli plastici e in alluminio. Un materiale densificato economico, colorabile, inodore e a basso impatto ambientale. A differenza di altri processi di riciclo, il polimero non viene raffinato ma trasformato in un granulo pronto all'uso. «Ecorevive è la dimostrazione che la completa circolarità dei cartoni per bevande e alimenti è già una realtà industriale consolidata»commenta Micol Bertoni direttore di FBCA, augurandosi che «esperienze virtuose come questa trovino concretezza anche nel quadro normativo europeo, e che l'Europa offra gli strumenti in grado di premiare chi innova e investe nella sostenibilità all' interno dei confini europei».|2025-11-25|https://brescia.corriere.it/notizie/economia/25_novembre_25/ecorevive-recupera-plastica-e-alluminio-dai-cartoni-di-latte-e-li-trasforma-in-asfalto-sostenibile-689cc000-ea0e-411a-8ba3-8cfd0588bxlk.shtml
di Maurizio Bertera Al teatro Regio di Parma la rivelazione della Rossa. Premiato chef Alfio Ghezzi. L'ex chef dell'Albereta Fabio abbattista ha conquistato una stella nel suo locale a Milano Ghezzi una stella Michelin a Limone / Alfio Ghezzi al Senso Lake Garda a Limone Una volta di più, i nostri auspici di successo per la ristorazione bresciana sono finiti nel nulla, nel mancato palco al Teatro Regio di Parma dove si è svolta la presentazione della Guida Michelin Italia n.71. E francamente ci spiace, vedendo le nuove Stelle singole che manchino all'appello l'Aurum dell'Albereta di Erbusco e Dina a Gussago: il primo una delle più significative aperture dell'anno e il secondo considerato un baluardo (tra i pochissimi rimasti) della creatività in Italia. In compenso, c'è la sorpresa positiva (ci mettiamo tra quelli che non se l'aspettavano, visto che era abbastanza scomparso dai radar) della prima Stella nella storia a Limone del Garda, assegnata a «Senso Lake Garda» di Alfio Ghezzi. È il fine dining, piccolo e suggestivo del cinque stelle Eala my Lakeside Dream, gestito dal bravo ed esperto cuoco trentino che ha avuto il merito di creare dei percorsi dove la cucina del Garda e della sua regione madre vanno a braccetto, utilizzando quasi sempre prodotti locali e sempre con un tocco d'autore. È la conferma che il grande lago, sulla costa bresciana, resta uno dei territori più seguiti dagli ispettori della Rossa, in pratica solo l'Alto Adige, imbattibile per molti versi, la Costiera in Campania che ha una storica vocazione culinaria e le Langhe con le tante cantine possono competere. Il felice risultato di Senso Lake Garda Alfio Ghezzi riduce solo in parte la sorpresa negativa della mattinata al Teatro Regio: Miramonti l'Altro perde una Stella e si ritrova nel gruppone delle altre 14 singole bresciane lasciando solo Villa Feltrinelli come bistellato. Siamo perplessi, fermo restando che la Rossa continua a costruire le sue fortune sulla visione spesso non condivisa dagli addetti ai lavori e non facilmente decifrabile: quello di Philippe Leveillé e della famiglia Piscini resta uno dei grandi locali in Italia, con un pubblico fedelissimo, e una cucina non statica. La «bella villa» di Concesio è stato una delle tre vittime eccellenti della guida 2026: le altre sono Casa Vissani e Arnaldo Clinica Gastronomica a Rubiera, che aveva la Stella dal 1959. Ma ripetiamo, se ci fosse lo spazio, potremmo elencare decine di ristoranti che sono ai vertici (e non lo meritano) o restano fuori dall'èlite (e lo meriterebbero). Chiusura legata al Franciacorta e alla Franciacorta. Nel primo caso, il Consorzio della DOCG, rappresentato dal presidente Emanuele Rabotti, ha consegnato il Michelin Sommelier Award a Ivana Capraro che lavora al Castel fine dining di Tirolo (Bolzano), a conferma che l'Alto Adige impera. Nel secondo caso, oltre alla delusione perché i due 'campioni' del luogo - Alberto Gipponi (Dina) e Alberto Quadrio (L'Aurum) - hanno mancato la consacrazione, il caso vuole che l'ex-chef dell'Albereta, il pugliese Fabio Abbattista, abbia conquistato la Stella. Dopo un decennio di lavoro alla corte dei Moretti, aveva abbandonato Erbusco per aprire il 'suo' piccolo Abba nella periferia nord di Milano: una scommessa vinta, i tanti che li volevano bene in Franciacorta ne saranno contenti.|2025-11-25|https://brescia.corriere.it/notizie/cronaca/25_novembre_19/guida-michelin-nuova-stella-a-limone-miramonti-l-altro-ne-perde-una-09253844-a3e5-45bd-bc73-a638daa83xlk.shtml
